trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
187,False,"{'a': 0.4064999999999999, 'e': 0.39258586553151836}",25,19,14.24541828230851,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.4059999999999999, 'e': 0.39062783535852108}",30,10,-10.38349980441347,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
189,False,"{'a': 0.4054999999999999, 'e': 0.38867957090175298}",25,0,-12.977873389730792,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
190,False,"{'a': 0.4049999999999999, 'e': 0.38674102345450118}",25,11,-19.6025375040537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.4044999999999999, 'e': 0.38481214455297852}",25,19,8.798424834310687,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4039999999999999, 'e': 0.38289288597511206}",30,19,-37.735858924727275,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.4034999999999999, 'e': 0.38098319973933725}",30,8,-19.682382604633414,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
194,False,"{'a': 0.4029999999999999, 'e': 0.37908303810339883}",20,8,21.18096872350901,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.4024999999999999, 'e': 0.37719235356315695}",30,15,-39.44125652930809,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
196,False,"{'a': 0.4019999999999999, 'e': 0.37531109885139957}",25,8,0.8284948819326003,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.4014999999999999, 'e': 0.37343922693666093}",20,0,23.966686630336643,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.4009999999999999, 'e': 0.37157669102204571}",20,0,-85.16754798584371,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
199,False,"{'a': 0.4004999999999999, 'e': 0.36972344454405898}",35,17,-78.72439855046747,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
200,False,"{'a': 0.3999999999999999, 'e': 0.36787944117144233}",25,1,-80.18256759865041,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 2}",1
201,False,"{'a': 0.3994999999999999, 'e': 0.36604463480401533}",30,0,30.38910728922251,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
202,False,"{'a': 0.3989999999999999, 'e': 0.36421897957152333}",20,8,4.3104727124715385,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.3984999999999999, 'e': 0.36240242983249027}",25,5,-59.78659515157753,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
204,False,"{'a': 0.3979999999999999, 'e': 0.3605949401730783}",20,0,16.416893540022247,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.3974999999999999, 'e': 0.35879646540595161}",25,0,-0.5111590255332381,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
206,False,"{'a': 0.3969999999999999, 'e': 0.35700696056914738}",20,10,19.504193081439684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.3964999999999999, 'e': 0.35522638092495151}",25,13,-33.86841449212203,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.3959999999999999, 'e': 0.35345468195878016}",20,2,-51.986986385718964,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
209,False,"{'a': 0.3954999999999999, 'e': 0.35169181937806693}",25,12,-20.870247569387363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.3949999999999999, 'e': 0.34993774911115533}",30,16,27.249345280303142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.3944999999999999, 'e': 0.34819242730619759}",25,0,-36.411514730831406,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
212,False,"{'a': 0.3939999999999999, 'e': 0.3464558103300574}",20,0,-2.718356822514144,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
213,False,"{'a': 0.3934999999999999, 'e': 0.34472785476722018}",20,16,6.614974167191346,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.3929999999999999, 'e': 0.34300851741870664}",30,11,-5.255615119650981,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
215,False,"{'a': 0.3924999999999999, 'e': 0.34129775530099371}",25,2,23.561871338017923,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.3919999999999999, 'e': 0.33959552564493911}",25,14,20.407191285571262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.3914999999999999, 'e': 0.33790178589471304}",20,0,-5.383317560089646,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
218,False,"{'a': 0.3909999999999999, 'e': 0.33621649370673329}",20,0,-15.513310091372565,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
219,False,"{'a': 0.3904999999999999, 'e': 0.33453960694860763}",20,0,23.733901638785483,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.3899999999999999, 'e': 0.33287108369807955}",20,12,13.612539984863758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3894999999999999, 'e': 0.33121088224198098}",20,2,14.119675547931315,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.3889999999999999, 'e': 0.32955896107518906}",20,0,-28.43471150617539,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
223,False,"{'a': 0.3884999999999999, 'e': 0.32791527889958855}",25,8,-19.403261770331504,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
224,False,"{'a': 0.3879999999999999, 'e': 0.32627979462303947}",20,3,12.785663338105554,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.3874999999999999, 'e': 0.32465246735834974}",30,2,4.445718616245727,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.3869999999999999, 'e': 0.32303325642225289}",20,5,-0.9770047643306645,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.3864999999999999, 'e': 0.32142212133439135}",20,0,-21.23840530112789,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
228,False,"{'a': 0.3859999999999999, 'e': 0.31981902181630384}",25,3,30.07023146918488,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.3854999999999999, 'e': 0.31822391779041909}",25,3,-7.82532542957524,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.3849999999999999, 'e': 0.31663676937905316}",20,14,9.586540020450931,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.3844999999999999, 'e': 0.31505753690341332}",30,7,10.92018911688642,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
232,False,"{'a': 0.3839999999999999, 'e': 0.31348618088260533}",20,8,-20.158746569468843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.3834999999999999, 'e': 0.31192266203264674}",20,0,-37.10002776383772,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
234,False,"{'a': 0.3829999999999999, 'e': 0.31036694126548503}",25,0,28.14909971152735,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.3824999999999999, 'e': 0.30881897968801986}",25,7,30.28388155872724,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.3819999999999999, 'e': 0.30727873860113125}",30,4,20.747938522903645,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.3814999999999999, 'e': 0.30574617949871175}",25,11,12.643621445861308,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.3809999999999999, 'e': 0.30422126406670408}",20,2,-43.20365934831863,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
239,False,"{'a': 0.3804999999999999, 'e': 0.30270395418214285}",30,0,37.966154625734646,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.3799999999999999, 'e': 0.30119421191220214}",20,4,27.132021380607902,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.3794999999999999, 'e': 0.29969199951324632}",20,0,-28.85746802830527,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
242,False,"{'a': 0.3789999999999999, 'e': 0.29819727942988739}",20,15,7.346078201580697,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.3784999999999999, 'e': 0.29671001429404525}",20,13,10.238247978621443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.3779999999999999, 'e': 0.29523016692401421}",20,2,-11.006572772815364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.3774999999999999, 'e': 0.29375770032353277}",20,15,-12.154060662436967,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
246,False,"{'a': 0.3769999999999999, 'e': 0.29229257768085942}",20,9,2.839534374830476,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.3764999999999999, 'e': 0.29083476236785155}",25,11,5.464766477859453,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.3759999999999999, 'e': 0.28938421793905061}",20,14,11.619263788925295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.3754999999999999, 'e': 0.28794090813077022}",25,0,11.157837760265448,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.3749999999999999, 'e': 0.28650479686019009}",30,7,22.75745710887862,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.3744999999999999, 'e': 0.28507584822445353}",30,12,20.299375494563442,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.3739999999999999, 'e': 0.2836540264997704}",25,5,30.662276444988063,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3734999999999999, 'e': 0.28223929614052329}",35,17,3.926263726705236,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.3729999999999999, 'e': 0.28083162177837978}",25,3,11.147185321572204,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.3724999999999999, 'e': 0.27943096822140728}",20,11,-15.837381054749486,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
256,False,"{'a': 0.3719999999999999, 'e': 0.27803730045319414}",25,12,10.96730539626763,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.3714999999999999, 'e': 0.27665058363197342}",25,2,-62.32687185476026,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 1}",1
258,False,"{'a': 0.3709999999999999, 'e': 0.27527078308975234}",20,10,-15.056551844624867,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.3704999999999999, 'e': 0.27389786433144558}",25,0,-63.686384981711875,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
260,False,"{'a': 0.3699999999999999, 'e': 0.27253179303401259}",30,12,-69.03336711851765,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
261,False,"{'a': 0.3694999999999999, 'e': 0.27117253504559991}",25,9,-12.050511045644656,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.3689999999999999, 'e': 0.26982005638468681}",20,11,-4.3592401802862835,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.3684999999999999, 'e': 0.26847432323923659}",30,8,-49.8253331792734,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
264,False,"{'a': 0.3679999999999999, 'e': 0.26713530196585034}",20,6,8.7489163098153,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.3674999999999999, 'e': 0.26580295908892659}",20,0,-31.984838977267472,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
266,False,"{'a': 0.3669999999999999, 'e': 0.26447726129982396}",25,10,-10.92472812801296,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.3664999999999999, 'e': 0.26315817545602871}",25,13,7.449033171129757,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3659999999999999, 'e': 0.26184566858032599}",20,14,6.2914028926942605,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.3654999999999999, 'e': 0.2605397078599756}",20,8,8.342206066997733,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.3649999999999999, 'e': 0.25924026064589151}",20,2,-5.379696078282903,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.3644999999999999, 'e': 0.25794729445182568}",30,0,-44.35052631664685,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
272,False,"{'a': 0.3639999999999999, 'e': 0.25666077695355588}",35,23,-18.773331084747717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.3634999999999999, 'e': 0.25538067598807768}",20,7,23.527214455670883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.3629999999999999, 'e': 0.25410695955280027}",25,13,9.020157775868377,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.3624999999999999, 'e': 0.25283959580474646}",20,14,-30.690485906968313,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.3619999999999999, 'e': 0.25157855305975646}",25,5,-27.86828431264968,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
277,False,"{'a': 0.3614999999999999, 'e': 0.25032379979169611}",30,12,3.4574527247022333,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.3609999999999999, 'e': 0.24907530463166816}",30,19,14.893136917795115,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.3604999999999999, 'e': 0.24783303636722875}",30,13,-19.063738691681678,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
280,False,"{'a': 0.3599999999999999, 'e': 0.24659696394160643}",20,1,-7.096041855588101,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
281,False,"{'a': 0.3594999999999999, 'e': 0.24536705645292634}",20,4,18.82226136857895,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.3589999999999999, 'e': 0.24414328315343711}",20,5,-9.818662515989425,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.3584999999999999, 'e': 0.24292561344874244}",20,3,24.55615037547126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3579999999999999, 'e': 0.24171401689703645}",30,19,20.817417955584297,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.3574999999999999, 'e': 0.24050846320834213}",20,13,0.5837514968535573,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.3569999999999999, 'e': 0.23930892224375455}",20,11,18.892153622008536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.3564999999999999, 'e': 0.23811536401468703}",20,10,-48.570256663378736,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
288,False,"{'a': 0.35599999999999987, 'e': 0.23692775868212176}",20,0,-79.62908212822923,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
289,False,"{'a': 0.35549999999999987, 'e': 0.23574607655586352}",25,0,-95.06220862889084,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
290,False,"{'a': 0.35499999999999987, 'e': 0.23457028809379765}",20,0,-73.57815633383596,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
291,False,"{'a': 0.35449999999999987, 'e': 0.23340036390115132}",25,7,24.75410569090928,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.35399999999999987, 'e': 0.23223627472975883}",20,11,13.559911174652726,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.35349999999999987, 'e': 0.23107799147733019}",20,7,-1.532125181885417,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.35299999999999987, 'e': 0.22992548518672384}",20,13,-8.543097057264806,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
295,False,"{'a': 0.35249999999999987, 'e': 0.22877872704522242}",25,0,-12.347303874440371,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
296,False,"{'a': 0.35199999999999987, 'e': 0.22763768838381274}",20,12,3.1204670513215493,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.35149999999999987, 'e': 0.22650234067646874}",25,0,-57.007099831246364,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
298,False,"{'a': 0.35099999999999987, 'e': 0.22537265553943872}",25,8,-50.08366125949159,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
299,False,"{'a': 0.35049999999999987, 'e': 0.22424860473053532}",25,14,20.709098901929018,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.34999999999999987, 'e': 0.22313016014842982}",25,0,-5.79608772848001,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
301,False,"{'a': 0.34949999999999987, 'e': 0.22201729383194937}",30,18,23.781111916584237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.34899999999999987, 'e': 0.2209099779593782}",20,15,9.806671090025691,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.34849999999999987, 'e': 0.21980818484776168}",25,0,19.130664656886296,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.34799999999999986, 'e': 0.21871188695221475}",20,11,-9.161152319115928,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.34749999999999986, 'e': 0.21762105686523284}",20,9,18.76281475602679,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.34699999999999986, 'e': 0.21653566731600707}",20,0,-8.335824272508,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
307,False,"{'a': 0.34649999999999986, 'e': 0.21545569116974203}",25,3,13.47476607278574,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
308,False,"{'a': 0.34599999999999986, 'e': 0.21438110142697794}",30,12,10.2310166236866,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.34549999999999986, 'e': 0.21331187122291523}",20,1,-21.180748732099314,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.34499999999999986, 'e': 0.21224797382674304}",30,3,-0.31908478460875433,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
311,False,"{'a': 0.34449999999999986, 'e': 0.21118938264097117}",25,8,14.62248897862607,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.34399999999999986, 'e': 0.21013607120076472}",20,13,11.622325041656165,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.34349999999999986, 'e': 0.20908801317328293}",20,8,-42.54395324357503,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
314,False,"{'a': 0.34299999999999986, 'e': 0.20804518235702046}",25,6,25.29885383072063,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.34249999999999986, 'e': 0.20700755268115265}",30,19,5.817018159941798,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.34199999999999986, 'e': 0.20597509820488344}",20,0,-0.6107970111476073,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
317,False,"{'a': 0.34149999999999986, 'e': 0.20494779311679731}",25,0,14.50842094774768,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
318,False,"{'a': 0.34099999999999986, 'e': 0.20392561173421342}",25,12,10.30997934547257,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.34049999999999986, 'e': 0.20290852850254407}",20,5,16.894243462011392,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.33999999999999986, 'e': 0.20189651799465538}",20,8,4.584542719696693,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.33949999999999986, 'e': 0.20088955491023208}",20,5,20.27974794751005,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.33899999999999986, 'e': 0.19988761407514449}",35,16,21.431137633921786,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,4,32.363607600461236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,5,20.98007094091689,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,7,41.3069333810468,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,12,23.916907081310214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",35,13,38.992014478545904,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,11,21.331607854545563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,16,17.173462288753058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,8,39.312076243865455,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,16,7.328712782077353,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,5,24.38120946599575,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
